code,id_g2a,name,name_g2a,locality,station
359744,,"Résidence Domaine De La Pinede","RESIDENCE DOMAINE DE LA PINEDE","Le Lavandou",
1092854,,"Résidence Burons","RESIDENCE BURONS","Les Ménuires",
666544,,"Camping Flower du Moulin des Iscles","CAMPING FLOWER DU MOULIN DES ISCLES",Roquebrune-sur-Argens,
40192,8786,"VVF Club Essentiel Les Alpes du Sud","VVF CLUB ESSENTIEL LES ALPES DU SUD",Saint-Léger-les-Mélèzes,TESTSTATION
124911,,"Résidence Goélia Le Domaine de la Pinède","RESIDENCE GOELIA LE DOMAINE DE LA PINEDE","Le Lavandou",
177279,,"Résidence La Chenaie","RESIDENCE LA CHENAIE",Saint-Aygulf,
785064,,"Résidence Tichot","RESIDENCE TICHOT","Tignes - Val Claret",
797094,,"Résidence St Pierre B9","RESIDENCE ST PIERRE B9","Isola 2000",
238484,,"Résidence Pre Malin","RESIDENCE PRE MALIN",Valloire,
98559,,"Résidence Santa Monica","RESIDENCE SANTA MONICA","Fréjus - Port Fréjus",
190325,,"Résidence Cap Hermes - maeva Home","RESIDENCE CAP HERMES - MAEVA HOME","Fréjus - Port Fréjus",
,,"Camping Paradis Soleil d'Oc","CAMPING PARADIS SOLEIL D'OC","11100 NARBONNE PLAGE",
,,"Camping Siblu Les Viviers - Funpass inclus","CAMPING SIBLU LES VIVIERS - FUNPASS INCLUS","33950 LEGE CAP FERRET",
,,"Camping la Grande Métairie","CAMPING LA GRANDE METAIRIE","56340 CARNAC",
,,"Camping Les Sables Blancs","CAMPING LES SABLES BLANCS","29900 CONCARNEAU",
,,"Camping Village de Roguennic","CAMPING VILLAGE DE ROGUENNIC","29233 CLEDER",
,,"Camping L'Etang de la Fougeraie","CAMPING L'ETANG DE LA FOUGERAIE","58120 SAINT LEGER DE FOUGERET",
,,"Camping FLOWER Saint Lambert","CAMPING FLOWER SAINT LAMBERT","12100 MILLAU",
,,"Camping Lestaubière","CAMPING LESTAUBIERE","24140 DOUVILLE",
,,"Camping Paradis Domaine Oyat","CAMPING PARADIS DOMAINE OYAT","85800 LE FENOUILLER",
,,"Domaine de L'Abri Côtier","DOMAINE DE L'ABRI COTIER","62780 CUCQ",
,,"Camping La Croix du Vieux Pont","CAMPING LA CROIX DU VIEUX PONT","02290 BERNY RIVIERE",
206384,,"Résidence Val Ecrins","RESIDENCE VAL ECRINS","Les 2 Alpes",
925794,,"Résidence Le Panama","RESIDENCE LE PANAMA",Saint-Aygulf,
1096684,,"Résidence Le Parc Des Airelles","RESIDENCE LE PARC DES AIRELLES","Les Orres",
282414,,"Résidence Le Saint François","RESIDENCE LE SAINT FRANCOIS",Saint-Aygulf,
71254,,"Village Club MMV Le Flaine","VILLAGE CLUB MMV LE FLAINE",Flaine,
78398,,"Résidence Résidence Les Jardins d'Eden","RESIDENCE RESIDENCE LES JARDINS D'EDEN",Saint-Raphaël,
155217,,"Résidence Les Amphores","RESIDENCE LES AMPHORES",Saint-Aygulf,
189069,,"Résidence Orsiere","RESIDENCE ORSIERE","Val Thorens",
126643,,"Résidence Cadet Rousse","RESIDENCE CADET ROUSSE","Le Lavandou",
1093164,,"Résidence Boedette D","RESIDENCE BOEDETTE D","Les Ménuires",
96471,,"Résidence Les Louvans","RESIDENCE LES LOUVANS",Saint-Aygulf,
1090684,,"Résidence Ancolie","RESIDENCE ANCOLIE","Les Ménuires",
1097354,,"Résidence Alpinea","RESIDENCE ALPINEA","Méribel - Mottaret",
815804,,"Residence Antares","RESIDENCE ANTARES","Méribel - Mottaret",
1078454,,"Résidence Sable D Or","RESIDENCE SABLE D OR","La Grande-Motte",
39521,,"Résidence Domaine de Garlande - Maeva Sélection","RESIDENCE DOMAINE DE GARLANDE - MAEVA SELECTION",Cavalaire-sur-Mer,
239254,,"Résidence Maison Falcoz Francois","RESIDENCE MAISON FALCOZ FRANCOIS",Valloire,
418124,,"Chalet De Praloup","CHALET DE PRALOUP","Pra Loup",
96474,,"Résidence Le Rabelais","RESIDENCE LE RABELAIS",Saint-Aygulf,
124735,,"Camping Tikayan Les Cigales","CAMPING TIKAYAN LES CIGALES","Le Muy",
363234,,"Résidence Pralong","RESIDENCE PRALONG","Courchevel 1850",
124531,,"Résidence Cap Négre : Domaine de la Pinède","RESIDENCE CAP NEGRE : DOMAINE DE LA PINEDE","Le Lavandou",
238714,,"Résidence Royal Neige","RESIDENCE ROYAL NEIGE",Valloire,
438744,,"LE CHALET - Piscine 13","LE CHALET - PISCINE 13",Gourette,
164441,,"Résidence LE DOMINO","RESIDENCE LE DOMINO","La Plagne - Les Coches",
929514,,"Résidence Les Balcons De Pierre Pomme","RESIDENCE LES BALCONS DE PIERRE POMME",Valloire,
850314,,"Résidence Barcares 2000","RESIDENCE BARCARES 2000","Le Barcarès",
1092324,,"Résidence Valmonts A","RESIDENCE VALMONTS A","Les Ménuires",
364274,,"Résidence Etendard","RESIDENCE ETENDARD","Les 2 Alpes",
39210,,"Aparthotel Adagio Paris Montmartre","APARTHOTEL ADAGIO PARIS MONTMARTRE",Paris,
734714,,"Résidence Nanda Devi","RESIDENCE NANDA DEVI","La Plagne - Plagne Centre",
,,"Hotel Base Camp Lodge - Bourg Saint Maurice","HOTEL BASE CAMP LODGE - BOURG SAINT MAURICE",Bourg-Saint-Maurice,
,,"Chalet Hôtel Aiguille Blanche Logis","CHALET HOTEL AIGUILLE BLANCHE LOGIS","Les Gets",
,8514,"Best Western Le Bois de la Marche","BEST WESTERN LE BOIS DE LA MARCHE",Poitiers,"LE GRAND POITIERS"
,8472,"Hôtel Mac Bed","HOTEL MAC BED",Poitiers,"LE GRAND POITIERS"
,,"Aux Pommiers - Poitiers CHU - CAMPUS - La Conciergerie","AUX POMMIERS - POITIERS CHU - CAMPUS - LA CONCIERGERIE",Poitiers,
,,AppartHôtel,APPARTHOTEL,Poitiers,
,,"ibis Poitiers Centre","IBIS POITIERS CENTRE",Poitiers,
,,"Appart Saint Cyprien + Parking privatif","APPART SAINT CYPRIEN + PARKING PRIVATIF",Poitiers,
,,"B and B HOTEL Poitiers Aéroport","B AND B HOTEL POITIERS AEROPORT",Poitiers,
,8468,"Hôtel Le Memphis","HOTEL LE MEMPHIS",Poitiers,"LE GRAND POITIERS"
,,"ibis budget Gare de Poitiers","IBIS BUDGET GARE DE POITIERS",Poitiers,
,,"Logis Hôtel de l'Europe","LOGIS HOTEL DE L'EUROPE",Poitiers,
,,"Contact Hôtel Come Inn","CONTACT HOTEL COME INN",Poitiers,
,8482,"Hotel Inn Design Poitiers Sud","HOTEL INN DESIGN POITIERS SUD",Poitiers,"LE GRAND POITIERS"
,8466,"Best Western Poitiers Centre Le Grand Hôtel","BEST WESTERN POITIERS CENTRE LE GRAND HOTEL",Poitiers,"LE GRAND POITIERS"
,,"Nant Morzine","NANT MORZINE",Morzine,
,,"Hôtel du Golfe Sete-Balaruc","HOTEL DU GOLFE SETE-BALARUC",Balaruc-les-Bains,
,,"Langley Hôtel Tango","LANGLEY HOTEL TANGO","Val Thorens",
,,"La Darentasia","LA DARENTASIA","La Léchère",
,,"Odalys Chalet Alpina","ODALYS CHALET ALPINA","Val Claret -  Tignes",
,,"Kyriad Direct Narbonne","KYRIAD DIRECT NARBONNE",Narbonne,
892954,,"Résidence Les Roches Fleuries","RESIDENCE LES ROCHES FLEURIES",Valloire,
,,"Camping Clos de Banes","CAMPING CLOS DE BANES",en,
,,"Camping Le Soleil de Crecy","CAMPING LE SOLEIL DE CRECY","77580 CRECY LA CHAPELLE",
,,"Camping le Bourdieu","CAMPING LE BOURDIEU","09130 DURFORT",
,,"Camping Le Bascat","CAMPING LE BASCAT","40100 DAX",
,,"Camping La Roche Percée","CAMPING LA ROCHE PERCEE","29170 FOUESNANT",
364434,,"Résidence Ecrins 7","RESIDENCE ECRINS 7","Les 2 Alpes",
,,"Camping Le Balcon de Chartreuse","CAMPING LE BALCON DE CHARTREUSE","38380 MIRIBEL LES ECHELLES",
,,"Camping Oyam","CAMPING OYAM","64210 BIDART",
,,"Camping Paradis Le Ceou","CAMPING PARADIS LE CEOU","24250 SAINT CYBRANET",
1102574,,"Résidence 6clot-lespignan","RESIDENCE 6CLOT-LESPIGNAN",Lespignan,
734334,,"Les Chalets De Montalbert","LES CHALETS DE MONTALBERT","La Plagne - Plagne Montalbert",
,8474,"Ace Hotel Poitiers","ACE HOTEL POITIERS",Poitiers,"LE GRAND POITIERS"
160572,,"Résidence Cembros","RESIDENCE CEMBROS","Méribel - Mottaret",
1103354,,"Résidence Les Guppys","RESIDENCE LES GUPPYS","Aix Les Bains",
973694,,"Chalet De L'arvette","CHALET DE L'ARVETTE",Valloire,
1097654,,"Residence Creux Ours B","RESIDENCE CREUX OURS B","Méribel - Mottaret",
1080384,,"Chalet Arolla","CHALET AROLLA","Méribel - Les Allues",
239684,,"Chalet Les Pins","CHALET LES PINS",Valloire,
160559,,"Résidence Aiguille du Fruit","RESIDENCE AIGUILLE DU FRUIT","Méribel - Mottaret",
1078474,,"Résidence Marco Polo","RESIDENCE MARCO POLO","La Grande-Motte",
161608,,"Village Vacances Bois d'Amont","VILLAGE VACANCES BOIS D'AMONT","Bois d'Amont",
191966,,"Résidence Le Savoy","RESIDENCE LE SAVOY","Tignes - Le Lac / Le Lavachet",
1064814,,"Résidence Les Palmiers","RESIDENCE LES PALMIERS","Le Lavandou",
191723,,"Résidence Jardins D'eden","RESIDENCE JARDINS D'EDEN","Méribel - Centre",
1094514,,"Chalet Totoro","CHALET TOTORO",Valloire,
51561,,"Résidence Catalona","RESIDENCE CATALONA","Saint Cyprien - Pyrénées Orientales",
703464,,"Résidence Le Gravier","RESIDENCE LE GRAVIER",Barcelonnette,
365764,,"Residence Les Choseaux","RESIDENCE LES CHOSEAUX",Valloire,
1089314,,"Résidence 4branr-saint Cyprien Plage","RESIDENCE 4BRANR-SAINT CYPRIEN PLAGE","Saint Cyprien - Pyrénées Orientales",
262104,,"Résidence Les Mas de Pramousquier","RESIDENCE LES MAS DE PRAMOUSQUIER","Le Lavandou",
187436,,"Résidence Le Peclet","RESIDENCE LE PECLET","Val Thorens",
373964,,"Résidence Eagle Lodge","RESIDENCE EAGLE LODGE","Tignes - Les Brévières",
399944,,"Résidence LES CENTAUREES","RESIDENCE LES CENTAUREES","La Plagne - Plagne 1800",
734294,,"Résidence Le Damier","RESIDENCE LE DAMIER","La Plagne - Les Coches",
,,"IntercityHotel Geneva","INTERCITYHOTEL GENEVA",Genève,
,,"La Baïta Du Loup","LA BAITA DU LOUP",Saint-Véran,
741534,,"CAMARINE G","CAMARINE G",Valmorel,
,,"La Maison Les Peupliers","LA MAISON LES PEUPLIERS","Courchevel 1300 -  Courchevel",
,,"Hôtel L'Eden des Cimes - Vacances Bleues - Belle Plagne 2100","HOTEL L'EDEN DES CIMES - VACANCES BLEUES - BELLE PLAGNE 2100","Belle Plagne",
,,"Hôtel Les Nations","HOTEL LES NATIONS","Petit-Saconnex / Servette -  Genève",
37462,,"Chalet Champagny","CHALET CHAMPAGNY",Champagny-en-Vanoise,
796234,,"Résidence St Christophe","RESIDENCE ST CHRISTOPHE","Les 2 Alpes",
364724,,"Résidence Meije 7","RESIDENCE MEIJE 7","Les 2 Alpes",
79356,,"Résidence Cap Hermes","RESIDENCE CAP HERMES","Fréjus - Port Fréjus",
514374,,"Aparthotel Adagio access Paris Reuilly","APARTHOTEL ADAGIO ACCESS PARIS REUILLY",Paris,
895124,,"Chalet ""cÔmo-brunate""","CHALET ""COMO-BRUNATE""",Valloire,
159365,,"Chalet Odalys Le Pure Altitude","CHALET ODALYS LE PURE ALTITUDE",Valloire,
419494,,"Résidence Ecrins 5","RESIDENCE ECRINS 5","Mont de Lans",
188669,,"Résidence Le Rey","RESIDENCE LE REY",Peisey-Vallandry,
1095524,,"Résidence Flaxieu","RESIDENCE FLAXIEU","Aix Les Bains",
239074,,"Résidence Le Moulin Benjamin","RESIDENCE LE MOULIN BENJAMIN",Valloire,
193210,,"Résidence Les Melezets 2","RESIDENCE LES MELEZETS 2",Valfréjus,
194113,,"Résidence Les Ecureuils","RESIDENCE LES ECUREUILS","Les 2 Alpes",
376224,,"Résidence Les Raiches","RESIDENCE LES RAICHES","Le Grand-Bornand",
282594,,"Résidence Le Grec","RESIDENCE LE GREC","Le Grau-du-Roi",
188585,,"Résidence Cret De L Ours","RESIDENCE CRET DE L OURS",Peisey-Vallandry,
1094524,,"Résidence Le President","RESIDENCE LE PRESIDENT",Villard-de-Lans,
567034,,"Résidence Dome A","RESIDENCE DOME A","Les 7 Laux - Prapoutel",
1105344,,"Résidence Plein Air","RESIDENCE PLEIN AIR","Les Gets",
298614,,"Résidence L'Eden","RESIDENCE L'EDEN","Le Lavandou",
1084614,,"My Hotel Résidence","MY HOTEL RESIDENCE","La Grande-Motte",
239954,,"Primevere Chalets De La Vallee D'or","PRIMEVERE CHALETS DE LA VALLEE D'OR",Valloire,
,904,"HOTEL DES NEIGES","HOTEL DES NEIGES","Les Deux Alpes","LES DEUX ALPES"
,,55Magenta,55MAGENTA,Poitiers,
749254,,"Résidence Gioberney","RESIDENCE GIOBERNEY","Les 2 Alpes",
604114,,"Résidence Praz De L'ours A","RESIDENCE PRAZ DE L'OURS A",Peisey-Vallandry,
663434,,"Résidence L'Escale","RESIDENCE L'ESCALE","Fréjus - Port Fréjus",
1081584,,"Résidence Le Paladien","RESIDENCE LE PALADIEN","Fréjus - Port Fréjus",
1105394,,"Chalet Mon Repos","CHALET MON REPOS","Les Gets",
1104514,,"Résidence Plaine Alpe 2","RESIDENCE PLAINE ALPE 2","Serre Chevalier 1400 - Villeneuve",
758134,,"Résidence Les Souverains","RESIDENCE LES SOUVERAINS","Arc 1800",
219254,,"Résidence Les Horizons","RESIDENCE LES HORIZONS","Le Lavandou",
,,"Camping RCN Le Moulin de la Pique","CAMPING RCN LE MOULIN DE LA PIQUE","24170 BELVES",
,,"Camping Cévennes Provence","CAMPING CEVENNES PROVENCE",Corbès,
,,"Camping RCN La Ferme du Latois","CAMPING RCN LA FERME DU LATOIS","85220 COEX",
,,"Camping Paradis - Domaine de Bellevue","CAMPING PARADIS - DOMAINE DE BELLEVUE","85670 SAINT CHRISTOPHE DU LIGNERON",
,,"Camping RCN Port l'Epine","CAMPING RCN PORT L'EPINE","22660 TRELEVERN",
812504,,"Résidence Myosotis B","RESIDENCE MYOSOTIS B","Les 2 Alpes",
,,"Camping RCN Val de Cantobre","CAMPING RCN VAL DE CANTOBRE","12230 NANT",
153524,,"Résidence Anitéa  - MGM Hotels  and  Résidences","RESIDENCE ANITEA  - MGM HOTELS  AND  RESIDENCES",Valmorel,
,,"Camping des Sources Chaudes","CAMPING DES SOURCES CHAUDES",Michel,
,,"Hôtel de L'Arve by HappyCulture","HOTEL DE L'ARVE BY HAPPYCULTURE","Chamonix City Centre -  Chamonix-Mont-Blanc",
,,"Hôtel Aux Armes de Belgique","HOTEL AUX ARMES DE BELGIQUE",Lourdes,
,,"Hotel Restaurant Rose des Pyrénées","HOTEL RESTAURANT ROSE DES PYRENEES",Belvianes-et-Cavirac,
,,"Hôtel La Sivolière","HOTEL LA SIVOLIERE","Courchevel 1850 -  Courchevel",
,,"Hotel Le Val Chavière","HOTEL LE VAL CHAVIERE","Val Thorens",
,,"Hôtel Alhena","HOTEL ALHENA",Flaine,
,,"Camping maeva Escapades l'Arbre d'Or","CAMPING MAEVA ESCAPADES L'ARBRE D'OR","40160 PARENTIS EN BORN",
1103314,,"Chalet Yuki","CHALET YUKI",Champagny-en-Vanoise,
49816,,"Résidence Le Petit Village","RESIDENCE LE PETIT VILLAGE","Les Issambres",
51184,,"Résidence Hameau de Pech I","RESIDENCE HAMEAU DE PECH I","Cap d'Agde",
508164,,"Chalet La Ferme de Juliette  - MGM Hôtels  and  Résidences","CHALET LA FERME DE JULIETTE  - MGM HOTELS  AND  RESIDENCES","Le Grand-Bornand",
389904,,"Résidence AGATE","RESIDENCE AGATE","La Plagne - Belle Plagne",
192804,,"Résidence Sirac B","RESIDENCE SIRAC B","Orcières 1850",
203486,,"Olydéa - Résidence Le Neptune","OLYDEA - RESIDENCE LE NEPTUNE",Saint-Pierre-la-Mer,
527444,,"5 Pièces à Samoëns 49","5 PIECES A SAMOENS 49",Samoëns,
732554,,"Résidence Les Chalets de Joy  - MGM Hôtels  and  Résidences","RESIDENCE LES CHALETS DE JOY  - MGM HOTELS  AND  RESIDENCES","Le Grand-Bornand",
1102974,,"Hôtel Les Suites d'Alexane","HOTEL LES SUITES D'ALEXANE",Samoëns,
205302,,"Résidence Rochebrune Les Cîmes  - Labellemontagne","RESIDENCE ROCHEBRUNE LES CIMES  - LABELLEMONTAGNE","Orcières 1850",
52988,,"Résidence Bonne Terrasse","RESIDENCE BONNE TERRASSE",Ramatuelle,
277314,,"Résidence Wilson","RESIDENCE WILSON","Aix Les Bains",
1106704,,"Résidence Le Vendome","RESIDENCE LE VENDOME","Aix Les Bains",
189051,,"Résidence Roc De Peclet 2","RESIDENCE ROC DE PECLET 2","Val Thorens",
364594,,"Résidence Cabourg B  and  C","RESIDENCE CABOURG B  AND  C","Les 2 Alpes",
367864,,"Chalet Alpaga","CHALET ALPAGA",Champagny-en-Vanoise,
205381,,"Résidence Alpen Lodge  - MGM Hôtels  and  Résidences","RESIDENCE ALPEN LODGE  - MGM HOTELS  AND  RESIDENCES","La Rosière Montvalezan",
188672,,"Chalet Emmanuelle","CHALET EMMANUELLE",Peisey-Vallandry,
567174,,"Résidence Agnelins E","RESIDENCE AGNELINS E","Les 7 Laux - Prapoutel",
1107954,,"Résidence Les Fougeres","RESIDENCE LES FOUGERES","Orcières 1850",
368254,,"Chalet Clair Matin","CHALET CLAIR MATIN",Morzine,
793784,,"Résidence Pichu","RESIDENCE PICHU","Val Thorens",
879444,,"Résidence L'Estelan","RESIDENCE L'ESTELAN","Le Lavandou",
566894,,"Résidence Edelweiss 2","RESIDENCE EDELWEISS 2","Les 7 Laux - Prapoutel",
1104694,,"Résidence Hameau de l'Ours","RESIDENCE HAMEAU DE L'OURS","Manigod - l'Etale",
1107984,,"Chalet Nicolas","CHALET NICOLAS",Notre-Dame-de-Bellecombe,
1091014,,"Résidence Coryles B","RESIDENCE CORYLES B","Les Ménuires",
,,"Hotel Le Beauregard","HOTEL LE BEAUREGARD",Divonne-les-Bains,
,,"Montriond Lodge","MONTRIOND LODGE","Les Crosets",
,,"Hotel Auberge du Pastel","HOTEL AUBERGE DU PASTEL",Nailloux,
,,"Hotel L'Hotan","HOTEL L'HOTAN",Portet-sur-Garonne,
,,"Refuge Le Marcheuson","REFUGE LE MARCHEUSON","Les Crosets",
,,"Chalet Plan Gorret","CHALET PLAN GORRET",Courmayeur,
,,"gite de l'étoile","GITE DE L'ETOILE","Le Bosc",
,,"Hotel Les Jumeaux Courmayeur","HOTEL LES JUMEAUX COURMAYEUR",Courmayeur,
,,"Hotel Les Jumeaux","HOTEL LES JUMEAUX",Courmayeur,
,,"TH Courmayeur","TH COURMAYEUR","Entrèves -  Courmayeur",
,,"Hôtel l'Hélios","HOTEL L'HELIOS",Méribel,
,,"Camping Riez à la vie","CAMPING RIEZ A LA VIE","85270 SAINT HILAIRE DE RIEZ",
,,"Flower Camping Ile Des Trois Rois","FLOWER CAMPING ILE DES TROIS ROIS","27700 LES ANDELYS",
,,"Camping Domaine de l'Orangerie de Lanniron","CAMPING DOMAINE DE L'ORANGERIE DE LANNIRON","29000 QUIMPER",
71357,,"Résidence Les Tufs","RESIDENCE LES TUFS","Tignes - Val Claret",
569284,,"Résidence Saint Sebastien 1","RESIDENCE SAINT SEBASTIEN 1",Aussois,
124169,,"Quartier La Forêt - maeva Home","QUARTIER LA FORET - MAEVA HOME",Valmorel,
438974,,"Résidence EURONEIGE","RESIDENCE EURONEIGE",Gourette,
157231,,"Quartier Crève Cœur - maeva Home","QUARTIER CREVE CœUR - MAEVA HOME",Valmorel,
568874,,"Résidence Saint Sebastien 2","RESIDENCE SAINT SEBASTIEN 2",Aussois,
803614,,"Résidence Brimbelles","RESIDENCE BRIMBELLES","Les 2 Alpes",
160501,,"Résidence Alpage B","RESIDENCE ALPAGE B","Méribel - Mottaret",
,,"Camping Les Ajoncs d'Or","CAMPING LES AJONCS D'OR","44500 LA BAULE",
,,"Camping Les Flots Bleus","CAMPING LES FLOTS BLEUS","85460 LA FAUTE SUR MER",
,,"Camping Le Montbartoux","CAMPING LE MONTBARTOUX",Ville,
,2402,"Camping La Forêt","CAMPING LA FORET","65100 LOURDES","LA ROSIERE"
,,"Camping Siblu Domaine de Kerlann - Funpass inclus","CAMPING SIBLU DOMAINE DE KERLANN - FUNPASS INCLUS","29930 PONT AVEN",
,,"Camping Uhaitza","CAMPING UHAITZA","64130 MAULEON LICHARRE",
,,"Camping Maeva Respire Domaine de La Serre","CAMPING MAEVA RESPIRE DOMAINE DE LA SERRE","09600 AIGUES VIVES",
,,"Camping Saint Martin","CAMPING SAINT MARTIN","40660 MOLIETS ET MAA",
,,"Camping de Prigny","CAMPING DE PRIGNY","44760 LES MOUTIERS EN RETZ",
,,"Camping Le Marqueval","CAMPING LE MARQUEVAL","76550 HAUTOT SUR MER",
362994,,"Résidence Saboia B","RESIDENCE SABOIA B","La Tania",
439094,,"Résidence ISARDS","RESIDENCE ISARDS",Gourette,
446234,,"Résidence 82-les Angles","RESIDENCE 82-LES ANGLES","Les Angles - Pyrénées Orientales",
563534,,"Chalet De Loy","CHALET DE LOY",Châtel,
74973,,"Résidence Fleurie II","RESIDENCE FLEURIE II","La Grande-Motte",
51704,,"Résidence Le Sefcotel (Val Claret)","RESIDENCE LE SEFCOTEL (VAL CLARET)","Tignes - Val Claret",
89089,,"Résidence Les Tommeuses (Val Claret)","RESIDENCE LES TOMMEUSES (VAL CLARET)","Tignes - Val Claret",
51720,,"Résidence Le Borsat (Val Claret)","RESIDENCE LE BORSAT (VAL CLARET)","Tignes - Val Claret",
88514,,"Résidence Les Moutières B1 et B2 (Val Claret)","RESIDENCE LES MOUTIERES B1 ET B2 (VAL CLARET)","Tignes - Val Claret",
437764,,"Résidence Neige d'or (Val Claret)","RESIDENCE NEIGE D'OR (VAL CLARET)","Tignes - Val Claret",
51691,,"Résidence Le 2100 A et B (Lavachet)","RESIDENCE LE 2100 A ET B (LAVACHET)","Tignes - Le Lac / Le Lavachet",
51849,,"Résidence Les Olympiques (Tignes 1800)","RESIDENCE LES OLYMPIQUES (TIGNES 1800)","Tignes - Les Boisses",
277294,,"Résidence Le Comte Vert","RESIDENCE LE COMTE VERT","Aix Les Bains",
,,"Camping Campéole Médoc Plage","CAMPING CAMPEOLE MEDOC PLAGE","33930 VENDAYS MONTALIVET",
,,"Camping Paradis Les Capucines","CAMPING PARADIS LES CAPUCINES","22300 TREDREZ",
51821,,"Résidence Le Pramecou (Val Claret)","RESIDENCE LE PRAMECOU (VAL CLARET)","Tignes - Val Claret",
40170,,"VVF Lac Léman Évian-les-Bains","VVF LAC LEMAN EVIAN-LES-BAINS",Évian-les-Bains,
,,"Camping Le Ridin","CAMPING LE RIDIN","80550 LE CROTOY",
944144,,"Résidence Gardiole 3","RESIDENCE GARDIOLE 3","Serre Chevalier 1500 - Le Mônetier les Bains",
51677,,"Résidence Home Club (Lavachet)","RESIDENCE HOME CLUB (LAVACHET)","Tignes - Val Claret",
897944,,"Résidence Ecrin des Neiges (Val Claret)","RESIDENCE ECRIN DES NEIGES (VAL CLARET)","Tignes - Val Claret",
51687,,"Résidence Les Pistes (Lavachet)","RESIDENCE LES PISTES (LAVACHET)","Tignes - Le Lac / Le Lavachet",
449294,,"Chalet Genepy","CHALET GENEPY","Le Corbier",
778374,,"Résidence Gardiole 2","RESIDENCE GARDIOLE 2","Serre Chevalier 1500 - Le Mônetier les Bains",
120603,,"Résidence Le Hameau du Borsat (Val Claret)","RESIDENCE LE HAMEAU DU BORSAT (VAL CLARET)","Tignes - Val Claret",
570234,,"Résidence Gardiole 4","RESIDENCE GARDIOLE 4","Serre Chevalier 1500 - Le Mônetier les Bains",
191311,,"VVF La Plagne Montchavin Paradiski","VVF LA PLAGNE MONTCHAVIN PARADISKI","La Plagne - Montchavin",
82785,,"Résidence La Grande Pyramide","RESIDENCE LA GRANDE PYRAMIDE","La Grande-Motte",
71357,,"Résidence Les Tufs (Val Claret)","RESIDENCE LES TUFS (VAL CLARET)","Tignes - Val Claret",
40187,,"VVF Les 7 Laux Massif de Belledonne","VVF LES 7 LAUX MASSIF DE BELLEDONNE","Les 7 Laux - Prapoutel",
191013,,"Résidence Les Genepis (Val Claret)","RESIDENCE LES GENEPIS (VAL CLARET)","Tignes - Val Claret",
796304,,"VVF Résidence Les Angles Pyrénées","VVF RESIDENCE LES ANGLES PYRENEES","Les Angles - Pyrénées Orientales",
36225,,"VVF Dordogne Lot","VVF DORDOGNE LOT",Martel-Gluges,
51703,,"Résidence Le Prariond (Val Claret)","RESIDENCE LE PRARIOND (VAL CLARET)","Tignes - Val Claret",
944844,,"VVF Résidence Méribel Les 3 Vallées","VVF RESIDENCE MERIBEL LES 3 VALLEES","Méribel - Mottaret",
944864,,"VVF Résidence Megève Mont-Blanc","VVF RESIDENCE MEGEVE MONT-BLANC",Megève,
40190,,"VVF Les Ecrins Champsaur","VVF LES ECRINS CHAMPSAUR",Saint-Bonnet-en-Champsaur,
,2125,"Camping Le Rioumajou","CAMPING LE RIOUMAJOU","65170 SAINT LARY SOULAN","SAINT LARY"
,,"Appartement Chasseneuil Futuroscope","APPARTEMENT CHASSENEUIL FUTUROSCOPE",Chasseneuil-du-Poitou,
79979,,"VVF Saint-Lary-Soulan Hautes-Pyrénées","VVF SAINT-LARY-SOULAN HAUTES-PYRENEES",Saint-Lary-Soulan,
88780,,"Résidence Le Slalom (Val Claret)","RESIDENCE LE SLALOM (VAL CLARET)","Tignes - Val Claret",
37115,,"VVF Pays Basque Sare La Rhune","VVF PAYS BASQUE SARE LA RHUNE",Sare,
30500,,"VVF Queyras","VVF QUEYRAS","Ceillac en Queyras",
37251,,"VVF Jura Les Rousses","VVF JURA LES ROUSSES",Prémanon,
40165,,"VVF Les Monts Jura","VVF LES MONTS JURA",Lélex,
57816,,"Résidence Le Bollin (Val Claret)","RESIDENCE LE BOLLIN (VAL CLARET)","Tignes - Val Claret",
790164,,"Résidence Vie De Clare Narcisse","RESIDENCE VIE DE CLARE NARCISSE","Serre Chevalier 1500 - Le Mônetier les Bains",
219194,,"Résidence Le Shamrock (Le Lac)","RESIDENCE LE SHAMROCK (LE LAC)","Tignes - Val Claret",
90831,,"VVF Montagnac Hérault","VVF MONTAGNAC HERAULT",Bessilles-Montagnac,
40192,,"VVF Les Écrins Saint-Léger-les-Mélèzes","VVF LES ECRINS SAINT-LEGER-LES-MELEZES",Saint-Léger-les-Mélèzes,
,,"Camping caravaning Les Dunes","CAMPING CARAVANING LES DUNES",BP50,
29214,,"VVF Val-Cenis Haute-Maurienne","VVF VAL-CENIS HAUTE-MAURIENNE","Val Cenis",
,,"Camping Vitamin","CAMPING VITAMIN","76550 SAINT AUBIN SUR SCIE",
51836,,"Résidence La Divaria (Le Lac)","RESIDENCE LA DIVARIA (LE LAC)","Tignes - Le Lac / Le Lavachet",
563574,,"Résidence Les Champs Fleuris","RESIDENCE LES CHAMPS FLEURIS",Châtel,
